date,product_id,product_name,category,city,state,quantity,unit_price,discount_pct,revenue,profit
2023-06-21,P002,Smart Watch S3,Wearables,Ahmedabad,Gujarat,12,24999.0,0,299988.0,119988.0
2023-06-21,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,4,4499.1,10,17996.4,7996.4
2023-06-21,P004,USB-C Hub 7-in-1,Accessories,Chennai,Tamil Nadu,8,1799.1,10,14392.8,7992.8
2023-06-21,P005,Mechanical Keyboard,Peripherals,Delhi,Delhi,8,7649.15,15,61193.2,25193.2
2023-06-21,P006,Monitor 27inch 4K,Electronics,Mumbai,Maharashtra,4,29749.15,15,118996.6,22996.6
2023-06-21,P007,Gaming Mouse RGB,Peripherals,Kolkata,West Bengal,11,2549.15,15,28040.65,14840.65
2023-06-21,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,7,1424.05,5,9968.35,5768.35
2023-06-22,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,8,63749.15,15,509993.2,93993.2
2023-06-22,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,11,23749.05,5,261239.55,96239.55
2023-06-22,P003,Wireless Earbuds,Audio,Kolkata,West Bengal,3,4999.0,0,14997.0,7497.0
2023-06-22,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,10,1999.0,0,19990.0,11990.0
2023-06-22,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,11,7649.15,15,84140.65,34640.65
2023-06-22,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,3,29749.15,15,89247.45,17247.45
2023-06-22,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,10,2849.05,5,28490.5,16490.5
2023-06-22,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,9,1424.05,5,12816.45,7416.45
2023-06-23,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,8,67499.1,10,539992.8,123992.8
2023-06-23,P002,Smart Watch S3,Wearables,Ahmedabad,Gujarat,9,22499.1,10,202491.9,67491.9
2023-06-23,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,7,4499.1,10,31493.7,13993.7
2023-06-23,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,6,1999.0,0,11994.0,7194.0
2023-06-23,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,10,8999.0,0,89990.0,44990.0
2023-06-23,P006,Monitor 27inch 4K,Electronics,Chennai,Tamil Nadu,12,29749.15,15,356989.8,68989.8
2023-06-23,P007,Gaming Mouse RGB,Peripherals,Pune,Maharashtra,8,2999.0,0,23992.0,14392.0
2023-06-23,P008,Laptop Stand Aluminum,Accessories,Mumbai,Maharashtra,9,1349.1,10,12141.9,6741.9
2023-06-24,P001,Laptop Pro X1,Electronics,Ahmedabad,Gujarat,15,74999.0,0,1124985.0,344985.0
2023-06-24,P002,Smart Watch S3,Wearables,Ahmedabad,Gujarat,12,24999.0,0,299988.0,119988.0
2023-06-24,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,8,4999.0,0,39992.0,19992.0
2023-06-24,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,11,1999.0,0,21989.0,13189.0
2023-06-24,P005,Mechanical Keyboard,Peripherals,Chennai,Tamil Nadu,8,8549.05,5,68392.4,32392.4
2023-06-24,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,12,33249.05,5,398988.6,110988.6
2023-06-24,P007,Gaming Mouse RGB,Peripherals,Kolkata,West Bengal,9,2549.15,15,22942.35,12142.35
2023-06-24,P008,Laptop Stand Aluminum,Accessories,Delhi,Delhi,9,1499.0,0,13491.0,8091.0
2023-06-25,P001,Laptop Pro X1,Electronics,Mumbai,Maharashtra,8,71249.05,5,569992.4,153992.4
2023-06-25,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,12,24999.0,0,299988.0,119988.0
2023-06-25,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,18,4999.0,0,89982.0,44982.0
2023-06-25,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,7,1699.15,15,11894.05,6294.05
2023-06-25,P005,Mechanical Keyboard,Peripherals,Delhi,Delhi,2,8999.0,0,17998.0,8998.0
2023-06-25,P006,Monitor 27inch 4K,Electronics,Hyderabad,Telangana,7,34999.0,0,244993.0,76993.0
2023-06-25,P007,Gaming Mouse RGB,Peripherals,Kolkata,West Bengal,8,2999.0,0,23992.0,14392.0
2023-06-25,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,12,1499.0,0,17988.0,10788.0
2023-06-26,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,11,74999.0,0,824989.0,252989.0
2023-06-26,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,9,21249.15,15,191242.35,56242.35
2023-06-26,P003,Wireless Earbuds,Audio,Kolkata,West Bengal,5,4999.0,0,24995.0,12495.0
2023-06-26,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,10,1999.0,0,19990.0,11990.0
2023-06-26,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,5,7649.15,15,38245.75,15745.75
2023-06-26,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,14,34999.0,0,489986.0,153986.0
2023-06-26,P007,Gaming Mouse RGB,Peripherals,Pune,Maharashtra,5,2549.15,15,12745.75,6745.75
2023-06-26,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,8,1274.15,15,10193.2,5393.2
2023-06-27,P001,Laptop Pro X1,Electronics,Delhi,Delhi,6,63749.15,15,382494.9,70494.9
2023-06-27,P002,Smart Watch S3,Wearables,Chennai,Tamil Nadu,13,22499.1,10,292488.3,97488.3
2023-06-27,P003,Wireless Earbuds,Audio,Delhi,Delhi,8,4499.1,10,35992.8,15992.8
2023-06-27,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,6,1999.0,0,11994.0,7194.0
2023-06-27,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,7,8549.05,5,59843.35,28343.35
2023-06-27,P006,Monitor 27inch 4K,Electronics,Chennai,Tamil Nadu,5,33249.05,5,166245.25,46245.25
2023-06-27,P007,Gaming Mouse RGB,Peripherals,Delhi,Delhi,11,2999.0,0,32989.0,19789.0
2023-06-27,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,11,1424.05,5,15664.55,9064.55
2023-06-28,P001,Laptop Pro X1,Electronics,Mumbai,Maharashtra,9,63749.15,15,573742.35,105742.35
2023-06-28,P002,Smart Watch S3,Wearables,Chennai,Tamil Nadu,5,23749.05,5,118745.25,43745.25
2023-06-28,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,11,4749.05,5,52239.55,24739.55
2023-06-28,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,6,1699.15,15,10194.9,5394.9
2023-06-28,P005,Mechanical Keyboard,Peripherals,Chennai,Tamil Nadu,10,8999.0,0,89990.0,44990.0
2023-06-28,P006,Monitor 27inch 4K,Electronics,Hyderabad,Telangana,4,29749.15,15,118996.6,22996.6
2023-06-28,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,7,2699.1,10,18893.7,10493.7
2023-06-28,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,11,1349.1,10,14840.1,8240.1
2023-06-29,P001,Laptop Pro X1,Electronics,Delhi,Delhi,10,74999.0,0,749990.0,229990.0
2023-06-29,P002,Smart Watch S3,Wearables,Pune,Maharashtra,7,24999.0,0,174993.0,69993.0
2023-06-29,P003,Wireless Earbuds,Audio,Kolkata,West Bengal,10,4999.0,0,49990.0,24990.0
2023-06-29,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,8,1699.15,15,13593.2,7193.2
2023-06-29,P005,Mechanical Keyboard,Peripherals,Kolkata,West Bengal,3,8099.1,10,24297.3,10797.3
2023-06-29,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,7,31499.1,10,220493.7,52493.7
2023-06-29,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,6,2699.1,10,16194.6,8994.6
2023-06-29,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,8,1349.1,10,10792.8,5992.8
2023-06-30,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,9,74999.0,0,674991.0,206991.0
2023-06-30,P002,Smart Watch S3,Wearables,Pune,Maharashtra,10,23749.05,5,237490.5,87490.5
2023-06-30,P003,Wireless Earbuds,Audio,Delhi,Delhi,12,4249.15,15,50989.8,20989.8
2023-06-30,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,10,1799.1,10,17991.0,9991.0
2023-06-30,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,7,7649.15,15,53544.05,22044.05
2023-06-30,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,7,34999.0,0,244993.0,76993.0
2023-06-30,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,13,2999.0,0,38987.0,23387.0
2023-06-30,P008,Laptop Stand Aluminum,Accessories,Hyderabad,Telangana,8,1499.0,0,11992.0,7192.0
2023-07-01,P001,Laptop Pro X1,Electronics,Delhi,Delhi,18,74999.0,0,1349982.0,413982.0
2023-07-01,P002,Smart Watch S3,Wearables,Delhi,Delhi,7,22499.1,10,157493.7,52493.7
2023-07-01,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,9,4749.05,5,42741.45,20241.45
2023-07-01,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,12,1799.1,10,21589.2,11989.2
2023-07-01,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,4,8549.05,5,34196.2,16196.2
2023-07-01,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,15,33249.05,5,498735.75,138735.75
2023-07-01,P007,Gaming Mouse RGB,Peripherals,Delhi,Delhi,7,2699.1,10,18893.7,10493.7
2023-07-01,P008,Laptop Stand Aluminum,Accessories,Delhi,Delhi,8,1424.05,5,11392.4,6592.4
2023-07-02,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,11,74999.0,0,824989.0,252989.0
2023-07-02,P002,Smart Watch S3,Wearables,Delhi,Delhi,5,24999.0,0,124995.0,49995.0
2023-07-02,P003,Wireless Earbuds,Audio,Kolkata,West Bengal,7,4499.1,10,31493.7,13993.7
2023-07-02,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,21,1999.0,0,41979.0,25179.0
2023-07-02,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,5,8549.05,5,42745.25,20245.25
2023-07-02,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,7,34999.0,0,244993.0,76993.0
2023-07-02,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,19,2699.1,10,51282.9,28482.9
2023-07-02,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,7,1424.05,5,9968.35,5768.35
2023-07-03,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,12,71249.05,5,854988.6,230988.6
2023-07-03,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,13,23749.05,5,308737.65,113737.65
2023-07-03,P003,Wireless Earbuds,Audio,Delhi,Delhi,5,4999.0,0,24995.0,12495.0
2023-07-03,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,6,1999.0,0,11994.0,7194.0
2023-07-03,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,8,8999.0,0,71992.0,35992.0
2023-07-03,P006,Monitor 27inch 4K,Electronics,Hyderabad,Telangana,8,34999.0,0,279992.0,87992.0
2023-07-03,P007,Gaming Mouse RGB,Peripherals,Hyderabad,Telangana,6,2999.0,0,17994.0,10794.0
2023-07-03,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,3,1349.1,10,4047.3,2247.3
2023-07-04,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,10,67499.1,10,674991.0,154991.0
2023-07-04,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,6,22499.1,10,134994.6,44994.6
2023-07-04,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,7,4999.0,0,34993.0,17493.0
2023-07-04,P004,USB-C Hub 7-in-1,Accessories,Pune,Maharashtra,4,1799.1,10,7196.4,3996.4
2023-07-04,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,7,7649.15,15,53544.05,22044.05
2023-07-04,P006,Monitor 27inch 4K,Electronics,Kolkata,West Bengal,10,31499.1,10,314991.0,74991.0
2023-07-04,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,4,2849.05,5,11396.2,6596.2
2023-07-04,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,10,1274.15,15,12741.5,6741.5
2023-07-05,P001,Laptop Pro X1,Electronics,Chennai,Tamil Nadu,7,74999.0,0,524993.0,160993.0
2023-07-05,P002,Smart Watch S3,Wearables,Mumbai,Maharashtra,11,23749.05,5,261239.55,96239.55
2023-07-05,P003,Wireless Earbuds,Audio,Hyderabad,Telangana,9,4999.0,0,44991.0,22491.0
2023-07-05,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,7,1899.05,5,13293.35,7693.35
2023-07-05,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,9,8999.0,0,80991.0,40491.0
2023-07-05,P006,Monitor 27inch 4K,Electronics,Chennai,Tamil Nadu,6,29749.15,15,178494.9,34494.9
2023-07-05,P007,Gaming Mouse RGB,Peripherals,Pune,Maharashtra,8,2549.15,15,20393.2,10793.2
2023-07-05,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,6,1499.0,0,8994.0,5394.0
2023-07-06,P001,Laptop Pro X1,Electronics,Delhi,Delhi,8,74999.0,0,599992.0,183992.0
2023-07-06,P002,Smart Watch S3,Wearables,Chennai,Tamil Nadu,10,24999.0,0,249990.0,99990.0
2023-07-06,P003,Wireless Earbuds,Audio,Pune,Maharashtra,9,4499.1,10,40491.9,17991.9
2023-07-06,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,7,1799.1,10,12593.7,6993.7
2023-07-06,P005,Mechanical Keyboard,Peripherals,Delhi,Delhi,13,8999.0,0,116987.0,58487.0
2023-07-06,P006,Monitor 27inch 4K,Electronics,Hyderabad,Telangana,9,34999.0,0,314991.0,98991.0
2023-07-06,P007,Gaming Mouse RGB,Peripherals,Hyderabad,Telangana,10,2699.1,10,26991.0,14991.0
2023-07-06,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,7,1499.0,0,10493.0,6293.0
2023-07-07,P001,Laptop Pro X1,Electronics,Ahmedabad,Gujarat,9,74999.0,0,674991.0,206991.0
2023-07-07,P002,Smart Watch S3,Wearables,Hyderabad,Telangana,7,21249.15,15,148744.05,43744.05
2023-07-07,P003,Wireless Earbuds,Audio,Delhi,Delhi,9,4249.15,15,38242.35,15742.35
2023-07-07,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,10,1999.0,0,19990.0,11990.0
2023-07-07,P005,Mechanical Keyboard,Peripherals,Delhi,Delhi,6,7649.15,15,45894.9,18894.9
2023-07-07,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,6,34999.0,0,209994.0,65994.0
2023-07-07,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,1,2849.05,5,2849.05,1649.05
2023-07-07,P008,Laptop Stand Aluminum,Accessories,Delhi,Delhi,10,1349.1,10,13491.0,7491.0
2023-07-08,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,7,63749.15,15,446244.05,82244.05
2023-07-08,P002,Smart Watch S3,Wearables,Ahmedabad,Gujarat,18,23749.05,5,427482.9,157482.9
2023-07-08,P003,Wireless Earbuds,Audio,Kolkata,West Bengal,18,4999.0,0,89982.0,44982.0
2023-07-08,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,15,1899.05,5,28485.75,16485.75
2023-07-08,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,12,7649.15,15,91789.8,37789.8
2023-07-08,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,9,33249.05,5,299241.45,83241.45
2023-07-08,P007,Gaming Mouse RGB,Peripherals,Kolkata,West Bengal,8,2999.0,0,23992.0,14392.0
2023-07-08,P008,Laptop Stand Aluminum,Accessories,Mumbai,Maharashtra,12,1274.15,15,15289.8,8089.8
2023-07-09,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,11,63749.15,15,701240.65,129240.65
2023-07-09,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,8,21249.15,15,169993.2,49993.2
2023-07-09,P003,Wireless Earbuds,Audio,Pune,Maharashtra,14,4999.0,0,69986.0,34986.0
2023-07-09,P004,USB-C Hub 7-in-1,Accessories,Ahmedabad,Gujarat,12,1999.0,0,23988.0,14388.0
2023-07-09,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,9,8999.0,0,80991.0,40491.0
2023-07-09,P006,Monitor 27inch 4K,Electronics,Kolkata,West Bengal,14,34999.0,0,489986.0,153986.0
2023-07-09,P007,Gaming Mouse RGB,Peripherals,Pune,Maharashtra,11,2999.0,0,32989.0,19789.0
2023-07-09,P008,Laptop Stand Aluminum,Accessories,Pune,Maharashtra,8,1349.1,10,10792.8,5992.8
2023-07-10,P001,Laptop Pro X1,Electronics,Delhi,Delhi,7,67499.1,10,472493.7,108493.7
2023-07-10,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,10,24999.0,0,249990.0,99990.0
2023-07-10,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,5,4999.0,0,24995.0,12495.0
2023-07-10,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,9,1699.15,15,15292.35,8092.35
2023-07-10,P005,Mechanical Keyboard,Peripherals,Kolkata,West Bengal,5,8999.0,0,44995.0,22495.0
2023-07-10,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,8,34999.0,0,279992.0,87992.0
2023-07-10,P007,Gaming Mouse RGB,Peripherals,Kolkata,West Bengal,4,2849.05,5,11396.2,6596.2
2023-07-10,P008,Laptop Stand Aluminum,Accessories,Mumbai,Maharashtra,7,1424.05,5,9968.35,5768.35
2023-07-11,P001,Laptop Pro X1,Electronics,Chennai,Tamil Nadu,5,63749.15,15,318745.75,58745.75
2023-07-11,P002,Smart Watch S3,Wearables,Delhi,Delhi,16,21249.15,15,339986.4,99986.4
2023-07-11,P003,Wireless Earbuds,Audio,Hyderabad,Telangana,2,4999.0,0,9998.0,4998.0
2023-07-11,P004,USB-C Hub 7-in-1,Accessories,Hyderabad,Telangana,8,1999.0,0,15992.0,9592.0
2023-07-11,P005,Mechanical Keyboard,Peripherals,Pune,Maharashtra,9,8999.0,0,80991.0,40491.0
2023-07-11,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,11,34999.0,0,384989.0,120989.0
2023-07-11,P007,Gaming Mouse RGB,Peripherals,Delhi,Delhi,8,2999.0,0,23992.0,14392.0
2023-07-11,P008,Laptop Stand Aluminum,Accessories,Ahmedabad,Gujarat,6,1274.15,15,7644.9,4044.9
2023-07-12,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,11,63749.15,15,701240.65,129240.65
2023-07-12,P002,Smart Watch S3,Wearables,Chennai,Tamil Nadu,7,23749.05,5,166243.35,61243.35
2023-07-12,P003,Wireless Earbuds,Audio,Bangalore,Karnataka,10,4249.15,15,42491.5,17491.5
2023-07-12,P004,USB-C Hub 7-in-1,Accessories,Bangalore,Karnataka,10,1999.0,0,19990.0,11990.0
2023-07-12,P005,Mechanical Keyboard,Peripherals,Chennai,Tamil Nadu,8,8549.05,5,68392.4,32392.4
2023-07-12,P006,Monitor 27inch 4K,Electronics,Bangalore,Karnataka,7,34999.0,0,244993.0,76993.0
2023-07-12,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,3,2699.1,10,8097.3,4497.3
2023-07-12,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,13,1499.0,0,19487.0,11687.0
2023-07-13,P001,Laptop Pro X1,Electronics,Mumbai,Maharashtra,7,63749.15,15,446244.05,82244.05
2023-07-13,P002,Smart Watch S3,Wearables,Pune,Maharashtra,7,24999.0,0,174993.0,69993.0
2023-07-13,P003,Wireless Earbuds,Audio,Ahmedabad,Gujarat,12,4249.15,15,50989.8,20989.8
2023-07-13,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,5,1899.05,5,9495.25,5495.25
2023-07-13,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,7,8999.0,0,62993.0,31493.0
2023-07-13,P006,Monitor 27inch 4K,Electronics,Ahmedabad,Gujarat,7,34999.0,0,244993.0,76993.0
2023-07-13,P007,Gaming Mouse RGB,Peripherals,Bangalore,Karnataka,6,2999.0,0,17994.0,10794.0
2023-07-13,P008,Laptop Stand Aluminum,Accessories,Pune,Maharashtra,9,1499.0,0,13491.0,8091.0
2023-07-14,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,6,74999.0,0,449994.0,137994.0
2023-07-14,P002,Smart Watch S3,Wearables,Ahmedabad,Gujarat,7,24999.0,0,174993.0,69993.0
2023-07-14,P003,Wireless Earbuds,Audio,Delhi,Delhi,11,4999.0,0,54989.0,27489.0
2023-07-14,P004,USB-C Hub 7-in-1,Accessories,Mumbai,Maharashtra,10,1799.1,10,17991.0,9991.0
2023-07-14,P005,Mechanical Keyboard,Peripherals,Delhi,Delhi,4,8549.05,5,34196.2,16196.2
2023-07-14,P006,Monitor 27inch 4K,Electronics,Pune,Maharashtra,11,29749.15,15,327240.65,63240.65
2023-07-14,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,9,2549.15,15,22942.35,12142.35
2023-07-14,P008,Laptop Stand Aluminum,Accessories,Delhi,Delhi,11,1424.05,5,15664.55,9064.55
2023-07-15,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,5,74999.0,0,374995.0,114995.0
2023-07-15,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,9,24999.0,0,224991.0,89991.0
2023-07-15,P003,Wireless Earbuds,Audio,Delhi,Delhi,9,4999.0,0,44991.0,22491.0
2023-07-15,P004,USB-C Hub 7-in-1,Accessories,Ahmedabad,Gujarat,16,1999.0,0,31984.0,19184.0
2023-07-15,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,9,8999.0,0,80991.0,40491.0
2023-07-15,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,19,34999.0,0,664981.0,208981.0
2023-07-15,P007,Gaming Mouse RGB,Peripherals,Hyderabad,Telangana,9,2549.15,15,22942.35,12142.35
2023-07-15,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,4,1499.0,0,5996.0,3596.0
2023-07-16,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,12,63749.15,15,764989.8,140989.8
2023-07-16,P002,Smart Watch S3,Wearables,Mumbai,Maharashtra,18,21249.15,15,382484.7,112484.7
2023-07-16,P003,Wireless Earbuds,Audio,Hyderabad,Telangana,8,4999.0,0,39992.0,19992.0
2023-07-16,P004,USB-C Hub 7-in-1,Accessories,Chennai,Tamil Nadu,7,1699.15,15,11894.05,6294.05
2023-07-16,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,8,8999.0,0,71992.0,35992.0
2023-07-16,P006,Monitor 27inch 4K,Electronics,Mumbai,Maharashtra,7,34999.0,0,244993.0,76993.0
2023-07-16,P007,Gaming Mouse RGB,Peripherals,Kolkata,West Bengal,7,2849.05,5,19943.35,11543.35
2023-07-16,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,8,1499.0,0,11992.0,7192.0
2023-07-17,P001,Laptop Pro X1,Electronics,Kolkata,West Bengal,15,63749.15,15,956237.25,176237.25
2023-07-17,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,7,22499.1,10,157493.7,52493.7
2023-07-17,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,9,4999.0,0,44991.0,22491.0
2023-07-17,P004,USB-C Hub 7-in-1,Accessories,Pune,Maharashtra,10,1999.0,0,19990.0,11990.0
2023-07-17,P005,Mechanical Keyboard,Peripherals,Ahmedabad,Gujarat,10,8099.1,10,80991.0,35991.0
2023-07-17,P006,Monitor 27inch 4K,Electronics,Ahmedabad,Gujarat,7,34999.0,0,244993.0,76993.0
2023-07-17,P007,Gaming Mouse RGB,Peripherals,Delhi,Delhi,9,2849.05,5,25641.45,14841.45
2023-07-17,P008,Laptop Stand Aluminum,Accessories,Bangalore,Karnataka,6,1499.0,0,8994.0,5394.0
2023-07-18,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,7,74999.0,0,524993.0,160993.0
2023-07-18,P002,Smart Watch S3,Wearables,Hyderabad,Telangana,9,24999.0,0,224991.0,89991.0
2023-07-18,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,7,4999.0,0,34993.0,17493.0
2023-07-18,P004,USB-C Hub 7-in-1,Accessories,Ahmedabad,Gujarat,5,1799.1,10,8995.5,4995.5
2023-07-18,P005,Mechanical Keyboard,Peripherals,Hyderabad,Telangana,9,7649.15,15,68842.35,28342.35
2023-07-18,P006,Monitor 27inch 4K,Electronics,Ahmedabad,Gujarat,5,33249.05,5,166245.25,46245.25
2023-07-18,P007,Gaming Mouse RGB,Peripherals,Ahmedabad,Gujarat,8,2999.0,0,23992.0,14392.0
2023-07-18,P008,Laptop Stand Aluminum,Accessories,Delhi,Delhi,5,1499.0,0,7495.0,4495.0
2023-07-19,P001,Laptop Pro X1,Electronics,Bangalore,Karnataka,12,74999.0,0,899988.0,275988.0
2023-07-19,P002,Smart Watch S3,Wearables,Bangalore,Karnataka,6,22499.1,10,134994.6,44994.6
2023-07-19,P003,Wireless Earbuds,Audio,Chennai,Tamil Nadu,9,4999.0,0,44991.0,22491.0
2023-07-19,P004,USB-C Hub 7-in-1,Accessories,Pune,Maharashtra,1,1899.05,5,1899.05,1099.05
2023-07-19,P005,Mechanical Keyboard,Peripherals,Bangalore,Karnataka,9,8999.0,0,80991.0,40491.0
2023-07-19,P006,Monitor 27inch 4K,Electronics,Ahmedabad,Gujarat,8,29749.15,15,237993.2,45993.2
2023-07-19,P007,Gaming Mouse RGB,Peripherals,Chennai,Tamil Nadu,10,2999.0,0,29990.0,17990.0
2023-07-19,P008,Laptop Stand Aluminum,Accessories,Chennai,Tamil Nadu,10,1499.0,0,14990.0,8990.0
2023-07-20,P001,Laptop Pro X1,Electronics,Ahmedabad,Gujarat,5,74999.0,0,374995.0,114995.0
2023-07-20,P002,Smart Watch S3,Wearables,Kolkata,West Bengal,12,22499.1,10,269989.2,89989.2
2023-07-20,P003,Wireless Earbuds,Audio,Mumbai,Maharashtra,3,4999.0,0,14997.0,7497.0
2023-07-20,P004,USB-C Hub 7-in-1,Accessories,Delhi,Delhi,6,1999.0,0,11994.0,7194.0
2023-07-20,P005,Mechanical Keyboard,Peripherals,Mumbai,Maharashtra,6,7649.15,15,45894.9,18894.9
2023-07-20,P006,Monitor 27inch 4K,Electronics,Delhi,Delhi,8,29749.15,15,237993.2,45993.2
2023-07-20,P007,Gaming Mouse RGB,Peripherals,Mumbai,Maharashtra,4,2999.0,0,11996.0,7196.0
2023-07-20,P008,Laptop Stand Aluminum,Accessories,Kolkata,West Bengal,8,1499.0,0,11992.0,7192.0
2023-07-21,P001,Laptop Pro X1,Electronics,Hyderabad,Telangana,7,74999.0,0,524993.0,160993.0
2023-07-21,P002,Smart Watch S3,Wearables,Pune,Maharashtra,6,24999.0,0,149994.0,59994.0
2023-07-21,P003,Wireless Earbuds,Audio,Hyderabad,Telangana,5,4249.15,15,21245.75,8745.75
